"catalogStandard","canonicalLessonId","slug","grade","declaredStandards","domain","unit","positionWithinUnit","positionMeaning","objective","exists","registered","technicalQa","curriculumApproval","productionRelease","planningEligible","roadmapCheckmark","checkpoints","relationship","mismatches","combinedStandardCandidates","sources","sourceVersion"
"RF.4.4","","","4th Grade","","Foundational Skills","G4.U3","1","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:310",""
"L.4.4","the-right-tool","the-right-tool","4th Grade","L.4.4","Language","G4.U1","8","roadmap-standard-row-not-approved-lesson-order","I can look at a new word, choose the tool that fits it, test the meaning in the sentence, switch when the test fails, and say which tool I used.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; the-right-tool-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-right-tool.ts; docs/UNIT_ROADMAP.md:287","f09b4d6ce9f91260bc95cea67130ccc22d0f7254e9b3fd14494b41767db34194"
"L.4.4a","context-at-a-distance","context-at-a-distance","4th Grade","L.4.4a","Language","G4.U1","9","roadmap-standard-row-not-approved-lesson-order","I can find the clue for a new word even when it lives a sentence or a paragraph away, name its kind and its place, and test the meaning.","true","true","unknown","unknown","unknown","false","false","context-at-a-distance-quiz; g4-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/context-at-a-distance.ts; docs/UNIT_ROADMAP.md:288","b4d50057b9c335c88d5b8b1faf531c73bbb4efb0f734d7e85ed28b8443f9997e"
"L.4.4b","greek-and-latin-roots","greek-and-latin-roots","4th Grade","L.4.4b","Language","G4.U1","10","roadmap-standard-row-not-approved-lesson-order","I can find a Greek or Latin part I know inside a long word, borrow its meaning, add the other part, and test it in the sentence.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; greek-and-latin-roots-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/greek-and-latin-roots.ts; docs/UNIT_ROADMAP.md:289","d9ba016f3cd5a7d74224431f2e5cd1262238db065168bba56e9d5669dee154e7"
"L.4.4c","","","4th Grade","","Language","G4.U2","8","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:302",""
"L.4.5","","","4th Grade","","Language","G4.U2","9","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:303",""
"L.4.5a","","","4th Grade","","Language","G4.U2","10","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:304",""
"L.4.5b","","","4th Grade","","Language","G4.U3","8","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:317",""
"L.4.5c","","","4th Grade","","Language","G4.U3","9","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:318",""
"L.4.6","","","4th Grade","","Language","G4.U3","10","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:319",""
"RF.1.3a","digraph-detectives","digraph-detectives","1st Grade","RF.1.3a","Foundational Skills","G1.U3","1","roadmap-standard-row-not-approved-lesson-order","I can read words with two-letter teams like the ones in ship, chat, thin, and whale!","true","true","unknown","unknown","unknown","false","true","digraph-detectives-quiz; g1-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/digraph-detectives.ts; docs/UNIT_ROADMAP.md:110","eb199b2a7c706a5fc115521ccd5d0969cb425abfb1ad90c0b2408ae534cce895"
"RF.1.3b","sound-it-out","sound-it-out","1st Grade","RF.1.3b","Foundational Skills","G1.U3","2","roadmap-standard-row-not-approved-lesson-order","I can read a brand new word by saying each sound in order and blending them together!","true","true","unknown","unknown","unknown","false","true","g1-unit-3-exam; sound-it-out-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sound-it-out.ts; docs/UNIT_ROADMAP.md:111","7f96086195872691fdaf531f350f94304eacb47223c8b177ad32354aa035570c"
"RF.1.3c","magic-teams","magic-teams","1st Grade","RF.1.3c","Foundational Skills","G1.U3","3","roadmap-standard-row-not-approved-lesson-order","Silent e and vowel teams make a vowel say its name.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-3-exam; magic-teams-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/magic-teams.ts; docs/UNIT_ROADMAP.md:112","60eb5193eca192b5309e3931b81ad73797f232bbb64dc6c20a35c13f60567b4b"
"RF.1.3d","syllable-splitters","syllable-splitters","1st Grade","RF.1.3d","Foundational Skills","G1.U4","1","roadmap-standard-row-not-approved-lesson-order","I can count vowel sounds to find the syllables in a printed word!","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; syllable-splitters-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/syllable-splitters.ts; docs/UNIT_ROADMAP.md:125","0f3c041fd5fa67291567cee24d9a5c6f5310e3d9854e0dd12ec7de5d0f5e5784"
"RF.1.3e","word-breakers","word-breakers","1st Grade","RF.1.3e","Foundational Skills","G1.U4","2","roadmap-standard-row-not-approved-lesson-order","I can break two-syllable words into chunks and read them!","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-4-exam; word-breakers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-breakers.ts; docs/UNIT_ROADMAP.md:126","a1347f803b67356055081e25125f8b3c70f008d03a91e93099d46b5426837a30"
"RF.1.3f","ending-readers","ending-readers","1st Grade","RF.1.3f","Foundational Skills","G1.U4","3","roadmap-standard-row-not-approved-lesson-order","I can read words with endings like s, ed, and ing!","true","true","unknown","unknown","unknown","false","true","ending-readers-quiz; g1-unit-4-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/ending-readers.ts; docs/UNIT_ROADMAP.md:127","8e58079ba235db7aaf030da5f4dc63bb643595c9d00e8d8ad8109097fc4df906"
"RF.1.3g","tricky-words","tricky-words","1st Grade","RF.1.3g","Foundational Skills","G1.U5","1","roadmap-standard-row-not-approved-lesson-order","I can read tricky words that break the sounding out rules.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-5-exam; tricky-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/tricky-words.ts; docs/UNIT_ROADMAP.md:140","3d62f55836ec367783f3024dc8efb9398047e200cf09f8059bf0103df3fb7ff0"
"RF.1.4a","reading-with-purpose","reading-with-purpose","1st Grade","RF.1.4a","Foundational Skills","G1.U5","2","roadmap-standard-row-not-approved-lesson-order","I can set a purpose before reading, read to answer it, and check that it makes sense.","true","true","unknown","unknown","unknown","false","true","g1-unit-5-exam; reading-with-purpose-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/reading-with-purpose.ts; docs/UNIT_ROADMAP.md:141","63459627d1bc74c0886ef5862f4858808a284299a2d8b4e82524b9ac58de3eac"
"L.1.1","grammar-builders","grammar-builders","1st Grade","L.1.1","Language","G1.U4","9","roadmap-standard-row-not-approved-lesson-order","I can build sentences that sound right when I speak.","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; grammar-builders-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/grammar-builders.ts; docs/UNIT_ROADMAP.md:133","b9fc42de3ca5320ecbadb38f5b791824d3d932b1713de2a397cc3961fbecc559"
"L.1.2","write-it-right","write-it-right","1st Grade","L.1.2","Language","G1.U4","10","roadmap-standard-row-not-approved-lesson-order","I can write names, dates, and sentences the right way.","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; write-it-right-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/write-it-right.ts; docs/UNIT_ROADMAP.md:134","48fd9d95628c76a9e3c536684a5077caaaf6e5d051b17c2788b042765a3389e8"
"L.2.1","rule-breaker-words","rule-breaker-words","2nd Grade","L.2.1","Language","G2.U3","12","roadmap-standard-row-not-approved-lesson-order","I can pick the rule breaker words that mean more than one, tell about yesterday, and name a group.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; rule-breaker-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/rule-breaker-words.ts; docs/UNIT_ROADMAP.md:199","ba415be5a06cdbd7f5efab0b3180f4710f33aa57c0818e380a021d9c58e500e3"
"L.2.2","letter-perfect","letter-perfect","2nd Grade","L.2.2","Language","G2.U3","13","roadmap-standard-row-not-approved-lesson-order","I can use capitals for special names, apostrophes, and letter commas when I write.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; letter-perfect-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/letter-perfect.ts; docs/UNIT_ROADMAP.md:200","ac68721b2eb25e083e1f6c6eb7361e35aff862d48097c5266f8f1497312a3362"
"L.2.3","match-your-voice","match-your-voice","2nd Grade","L.2.3","Language","G2.U4","4","roadmap-standard-row-not-approved-lesson-order","I can match my playground voice and my school voice to the listener and the moment.","true","true","unknown","unknown","unknown","false","false","g2-final; g2-unit-4-exam; match-your-voice-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/match-your-voice.ts; docs/UNIT_ROADMAP.md:209","82b5e330a8077284a341e91561ff4f4537b7a8e3de0a2968ff7de93ab055c0fe"
"L.3.1","build-a-better-sentence","build-a-better-sentence","3rd Grade","L.3.1","Language","G3.U3","12","roadmap-standard-row-not-approved-lesson-order","I can join two ideas with the right word, keep every verb matched to its subject, use the right tense, and compare things correctly.","true","true","unknown","unknown","unknown","false","false","build-a-better-sentence-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/build-a-better-sentence.ts; docs/UNIT_ROADMAP.md:264","2572eae38a0e001ff8a5256eaffd48802bd5ee83f28205aebe8ff71f5d39f4b6"
"L.3.2","commas-quotes-capitals","commas-quotes-capitals","3rd Grade","L.3.2","Language","G3.U3","13","roadmap-standard-row-not-approved-lesson-order","I can punctuate dialogue, capitalize a title, place the comma in an address, show an owner with an apostrophe, and spell a word when an ending goes on.","true","true","unknown","unknown","unknown","false","false","commas-quotes-capitals-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/commas-quotes-capitals.ts; docs/UNIT_ROADMAP.md:265","49fddcd5ea91b0222c2cdbf195504a52208704c771e6266996e7da9d9c12ae6e"
"L.3.3","words-for-effect","words-for-effect","3rd Grade","L.3.3","Language","G3.U4","2","roadmap-standard-row-not-approved-lesson-order","I can choose a word or a detail for the effect it makes on a reader, name that effect, and tell which words belong to talking and which belong on the page.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-4-exam; words-for-effect-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-for-effect.ts; docs/UNIT_ROADMAP.md:272","e5f48995d3b51867d2f9b155e2eec272872c3fefb2628bff19500c0d3f47e43d"
"L.4.1","","","4th Grade","","Language","G4.U4","2","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:326",""
"L.4.2","","","4th Grade","","Language","G4.U4","3","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:327",""
"L.4.3","","","4th Grade","","Language","G4.U4","4","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:328",""
"RL.K.10","reading-party","reading-party","Kindergarten","RL.K.10","Literature","K.U3","5","roadmap-standard-row-not-approved-lesson-order","I can understand a story and read some words!","true","true","unknown","unknown","unknown","false","true","reading-party-quiz; unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/reading-party.ts; docs/UNIT_ROADMAP.md:54","c03ee0b700fd29677629835d01c311f7499525b4bb585548a933d8271d10d655"
"RI.K.10","fact-reading-party","fact-reading-party","Kindergarten","RI.K.10","Informational","K.U4","10","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book and understand it!","true","true","unknown","unknown","unknown","false","true","fact-reading-party-quiz; unit-4-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fact-reading-party.ts; docs/UNIT_ROADMAP.md:72","b4bea2969d3c2bb74d13b98a14405a4bfb65e729ef8278c441d3dc4b53e1aa8a"
"RL.1.10","story-poem-party","story-poem-party","1st Grade","RL.1.10","Literature","G1.U5","3","roadmap-standard-row-not-approved-lesson-order","I can read a whole story and a whole poem like a grade one reader.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-5-exam; story-poem-party-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/story-poem-party.ts; docs/UNIT_ROADMAP.md:142","25504ba8d8a5564f390d841ec6073de31c97790f1f424114112a4017b48df7bf"
"RI.1.10","fact-party-g1","fact-party-g1","1st Grade","RI.1.10","Informational","G1.U5","5","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book with purpose and understanding.","true","true","unknown","unknown","unknown","false","true","fact-party-g1-quiz; g1-unit-5-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fact-party-g1.ts; docs/UNIT_ROADMAP.md:144","ea87e84ba6ce88c4dc0195440986999e70b672dd2d1365065c2c26fd9e93cf27"
"","book-basics","book-basics","Kindergarten","RF.K.1","unresolved: no catalog row","","","roadmap-standard-row-not-approved-lesson-order","I can find words in a book by reading left to right and top to bottom.","true","true","unknown","unknown","unknown","false","","book-basics-quiz; k-final; unit-1-exam","unresolved","declared-standard-outside-routing-catalog; no-exact-roadmap-membership","","app/data/sample-lessons.json; app/data/lessons-v2/book-basics.ts","75351a41d4b57f0a01d28499aa0ee2e5771a9f54a7fc246861285fec494aea59"
