"catalogStandard","canonicalLessonId","slug","grade","declaredStandards","domain","unit","positionWithinUnit","positionMeaning","objective","exists","registered","technicalQa","curriculumApproval","productionRelease","planningEligible","roadmapCheckmark","checkpoints","relationship","mismatches","combinedStandardCandidates","sources","sourceVersion"
"RF.4.4","","","4th Grade","","Foundational Skills","G4.U3","1","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:310",""
"L.4.4","the-right-tool","the-right-tool","4th Grade","L.4.4","Language","G4.U1","8","roadmap-standard-row-not-approved-lesson-order","I can look at a new word, choose the tool that fits it, test the meaning in the sentence, switch when the test fails, and say which tool I used.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; the-right-tool-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-right-tool.ts; docs/UNIT_ROADMAP.md:287","7144078dac23bf265a8e941f2ece1f9f632bc6e013d2febac71303e75bcda594"
"L.4.4a","context-at-a-distance","context-at-a-distance","4th Grade","L.4.4a","Language","G4.U1","9","roadmap-standard-row-not-approved-lesson-order","I can find the clue for a new word even when it lives a sentence or a paragraph away, name its kind and its place, and test the meaning.","true","true","unknown","unknown","unknown","false","true","context-at-a-distance-quiz; g4-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/context-at-a-distance.ts; docs/UNIT_ROADMAP.md:288","f1f2fa2987059f5a1c2eed9e9277fb9c60ed76129c71f241cedbd2a5b36e67ee"
"L.4.4b","greek-and-latin-roots","greek-and-latin-roots","4th Grade","L.4.4b","Language","G4.U1","10","roadmap-standard-row-not-approved-lesson-order","I can find a Greek or Latin part I know inside a long word, borrow its meaning, add the other part, and test it in the sentence.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; greek-and-latin-roots-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/greek-and-latin-roots.ts; docs/UNIT_ROADMAP.md:289","48634c06d080db94c2b56acf07eeb3f642de794169152c2af38eed918d863c28"
"L.4.4c","","","4th Grade","","Language","G4.U2","8","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:302",""
"L.4.5","","","4th Grade","","Language","G4.U2","9","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:303",""
"L.4.5a","","","4th Grade","","Language","G4.U2","10","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:304",""
"L.4.5b","","","4th Grade","","Language","G4.U3","8","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:317",""
"L.4.5c","","","4th Grade","","Language","G4.U3","9","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:318",""
"L.4.6","","","4th Grade","","Language","G4.U3","10","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:319",""
"RF.1.3a","digraph-detectives","digraph-detectives","1st Grade","RF.1.3a","Foundational Skills","G1.U3","1","roadmap-standard-row-not-approved-lesson-order","I can read words with two-letter teams like the ones in ship, chat, thin, and whale!","true","true","unknown","unknown","unknown","false","true","digraph-detectives-quiz; g1-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/digraph-detectives.ts; docs/UNIT_ROADMAP.md:110","3c11a7a7cbb12f75208075c26add89f5ad3223ff27f7152c7d1d6ccf5810402d"
"RF.1.3b","sound-it-out","sound-it-out","1st Grade","RF.1.3b","Foundational Skills","G1.U3","2","roadmap-standard-row-not-approved-lesson-order","I can read a brand new word by saying each sound in order and blending them together!","true","true","unknown","unknown","unknown","false","true","g1-unit-3-exam; sound-it-out-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sound-it-out.ts; docs/UNIT_ROADMAP.md:111","e8b9717d2d25e06c83693228d37d2684b57e78735af594a605db75d9e4db928b"
"RF.1.3c","magic-teams","magic-teams","1st Grade","RF.1.3c","Foundational Skills","G1.U3","3","roadmap-standard-row-not-approved-lesson-order","Silent e and vowel teams make a vowel say its name.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-3-exam; magic-teams-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/magic-teams.ts; docs/UNIT_ROADMAP.md:112","675f3ef25686505287730e06c0e544ccaa1413b9bd1009d0a95fd775bb385b15"
"RF.1.3d","syllable-splitters","syllable-splitters","1st Grade","RF.1.3d","Foundational Skills","G1.U4","1","roadmap-standard-row-not-approved-lesson-order","I can count vowel sounds to find the syllables in a printed word!","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; syllable-splitters-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/syllable-splitters.ts; docs/UNIT_ROADMAP.md:125","b9936b16110855f939afda9c000dc3a59d5ed0e07d9019d7a0a9622934e08fb2"
"RF.1.3e","word-breakers","word-breakers","1st Grade","RF.1.3e","Foundational Skills","G1.U4","2","roadmap-standard-row-not-approved-lesson-order","I can break two-syllable words into chunks and read them!","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-4-exam; word-breakers-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-breakers.ts; docs/UNIT_ROADMAP.md:126","ad6e8bbf360566496e0ad46130e54be78680889e5d70aad11afed75f03c42984"
"RF.1.3f","ending-readers","ending-readers","1st Grade","RF.1.3f","Foundational Skills","G1.U4","3","roadmap-standard-row-not-approved-lesson-order","I can read words with endings like s, ed, and ing!","true","true","unknown","unknown","unknown","false","true","ending-readers-quiz; g1-unit-4-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/ending-readers.ts; docs/UNIT_ROADMAP.md:127","cddc9627b4491d3d123748ed19687096e23cae2e430d22cca449638c320376fa"
"RF.1.3g","tricky-words","tricky-words","1st Grade","RF.1.3g","Foundational Skills","G1.U5","1","roadmap-standard-row-not-approved-lesson-order","I can read tricky words that break the sounding out rules.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-5-exam; tricky-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/tricky-words.ts; docs/UNIT_ROADMAP.md:140","add88041cf32c653bcba305e6045373c5c5622a5e1a2f0f7cb989ec161e66db0"
"RF.1.4a","reading-with-purpose","reading-with-purpose","1st Grade","RF.1.4a","Foundational Skills","G1.U5","2","roadmap-standard-row-not-approved-lesson-order","I can set a purpose before reading, read to answer it, and check that it makes sense.","true","true","unknown","unknown","unknown","false","true","g1-unit-5-exam; reading-with-purpose-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/reading-with-purpose.ts; docs/UNIT_ROADMAP.md:141","913fc6cbf9c5763f01190292777f0641d43ef3ad3b5581e74305c323427b0470"
"L.1.1","grammar-builders","grammar-builders","1st Grade","L.1.1","Language","G1.U4","9","roadmap-standard-row-not-approved-lesson-order","I can build sentences that sound right when I speak.","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; grammar-builders-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/grammar-builders.ts; docs/UNIT_ROADMAP.md:133","4616b757ed45fff9f57f9f7de29257b55adb3de085b1f692dc80781c6e49bd43"
"L.1.2","write-it-right","write-it-right","1st Grade","L.1.2","Language","G1.U4","10","roadmap-standard-row-not-approved-lesson-order","I can write names, dates, and sentences the right way.","true","true","unknown","unknown","unknown","false","true","g1-unit-4-exam; write-it-right-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/write-it-right.ts; docs/UNIT_ROADMAP.md:134","bf8867020a62eb423f1323c8256e7d0b0a25b7b3c423adf74bc0f35b46e732a9"
"L.2.1","rule-breaker-words","rule-breaker-words","2nd Grade","L.2.1","Language","G2.U3","12","roadmap-standard-row-not-approved-lesson-order","I can pick the rule breaker words that mean more than one, tell about yesterday, and name a group.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; rule-breaker-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/rule-breaker-words.ts; docs/UNIT_ROADMAP.md:199","104f648b20d533f5eda72382c4e63e77748e7714819ad1630bcd013ff1c3a8ee"
"L.2.2","letter-perfect","letter-perfect","2nd Grade","L.2.2","Language","G2.U3","13","roadmap-standard-row-not-approved-lesson-order","I can use capitals for special names, apostrophes, and letter commas when I write.","true","true","unknown","unknown","unknown","false","true","g2-unit-3-exam; letter-perfect-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/letter-perfect.ts; docs/UNIT_ROADMAP.md:200","78ab8bcc0995dead3a733e6c95d1f410c022d1e5b63d1114827e0d1e0f40fddb"
"L.2.3","match-your-voice","match-your-voice","2nd Grade","L.2.3","Language","G2.U4","4","roadmap-standard-row-not-approved-lesson-order","I can match my playground voice and my school voice to the listener and the moment.","true","true","unknown","unknown","unknown","false","true","g2-final; g2-unit-4-exam; match-your-voice-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/match-your-voice.ts; docs/UNIT_ROADMAP.md:209","a363b3a8df89962384515150142c00c66b1a26858652e698cf5dd876c02ce00b"
"L.3.1","build-a-better-sentence","build-a-better-sentence","3rd Grade","L.3.1","Language","G3.U3","12","roadmap-standard-row-not-approved-lesson-order","I can join two ideas with the right word, keep every verb matched to its subject, use the right tense, and compare things correctly.","true","true","unknown","unknown","unknown","false","true","build-a-better-sentence-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/build-a-better-sentence.ts; docs/UNIT_ROADMAP.md:264","a1f0de05d801221328ebd43f6a1355530ad43827332b83c5618b6bfadb37a925"
"L.3.2","commas-quotes-capitals","commas-quotes-capitals","3rd Grade","L.3.2","Language","G3.U3","13","roadmap-standard-row-not-approved-lesson-order","I can punctuate dialogue, capitalize a title, place the comma in an address, show an owner with an apostrophe, and spell a word when an ending goes on.","true","true","unknown","unknown","unknown","false","true","commas-quotes-capitals-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/commas-quotes-capitals.ts; docs/UNIT_ROADMAP.md:265","b847666ce011a0bf29705f6904639a93914cf597d1e1a5734933ef409e9a97ff"
"L.3.3","words-for-effect","words-for-effect","3rd Grade","L.3.3","Language","G3.U4","2","roadmap-standard-row-not-approved-lesson-order","I can choose a word or a detail for the effect it makes on a reader, name that effect, and tell which words belong to talking and which belong on the page.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-4-exam; words-for-effect-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-for-effect.ts; docs/UNIT_ROADMAP.md:272","b1dabff538e70922d49278396305f4fff24ed0ce0ee620baea3c9c62d0efe81a"
"L.4.1","","","4th Grade","","Language","G4.U4","2","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:326",""
"L.4.2","","","4th Grade","","Language","G4.U4","3","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:327",""
"L.4.3","","","4th Grade","","Language","G4.U4","4","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:328",""
"RL.K.10","reading-party","reading-party","Kindergarten","RL.K.10","Literature","K.U3","5","roadmap-standard-row-not-approved-lesson-order","I can understand a story and read some words!","true","true","unknown","unknown","unknown","false","true","reading-party-quiz; unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/reading-party.ts; docs/UNIT_ROADMAP.md:54","1eb135a6716f68499b592bd98f76229e67e10b5b1a8a84bc8b6badc441a2f05d"
"RI.K.10","fact-reading-party","fact-reading-party","Kindergarten","RI.K.10","Informational","K.U4","10","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book and understand it!","true","true","unknown","unknown","unknown","false","true","fact-reading-party-quiz; unit-4-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fact-reading-party.ts; docs/UNIT_ROADMAP.md:72","19adead1714192f829a9b5ff788fc9c05dcc849ac265f148b1a860de5963e729"
"RL.1.10","story-poem-party","story-poem-party","1st Grade","RL.1.10","Literature","G1.U5","3","roadmap-standard-row-not-approved-lesson-order","I can read a whole story and a whole poem like a grade one reader.","true","true","unknown","unknown","unknown","false","true","g1-final; g1-unit-5-exam; story-poem-party-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/story-poem-party.ts; docs/UNIT_ROADMAP.md:142","443eedffaa2df7c0e7786f2aff1b496ea0c7e52f9b5210661d4f4eee20ae7336"
"RI.1.10","fact-party-g1","fact-party-g1","1st Grade","RI.1.10","Informational","G1.U5","5","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book with purpose and understanding.","true","true","unknown","unknown","unknown","false","true","fact-party-g1-quiz; g1-unit-5-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/fact-party-g1.ts; docs/UNIT_ROADMAP.md:144","7e803db49765d77d7884819cf0467518b05855bfef59b3bbd173f12c911a00d0"
"","book-basics","book-basics","Kindergarten","RF.K.1","unresolved: no catalog row","","","roadmap-standard-row-not-approved-lesson-order","I can find words in a book by reading left to right and top to bottom.","true","true","unknown","unknown","unknown","false","","book-basics-quiz; k-final; unit-1-exam","unresolved","declared-standard-outside-routing-catalog; no-exact-roadmap-membership","","app/data/sample-lessons.json; app/data/lessons-v2/book-basics.ts","75351a41d4b57f0a01d28499aa0ee2e5771a9f54a7fc246861285fec494aea59"
